ID,Assignments (100),Midterm (100),Final (100),Assignments (30%),Midterm (35%),Final (35%),Total (100%),Grade
XX01869,93,40,18,,,,,
XX01870,100,57,35,,,,,
XX01871,97,23,22,,,,,
XX01872,97,47,22,,,,,
XX01873,60,47,48,,,,,
XX01874,83,40,92,,,,,
XX01875,3,90,75,,,,,
XX01876,100,37,50,,,,,
XX01877,47,83,88,,,,,
XX01878,30,23,35,,,,,
XX01879,7,57,8,,,,,
XX01880,30,63,8,,,,,
XX01881,23,77,50,,,,,
XX01882,10,93,28,,,,,
XX01883,13,3,60,,,,,
XX01884,90,63,28,,,,,
XX01885,90,7,68,,,,,
XX01886,63,40,35,,,,,
XX01887,33,47,40,,,,,
XX01888,37,87,42,,,,,
XX01889,73,43,15,,,,,
XX01890,43,0,22,,,,,
XX01891,0,37,32,,,,,
XX01892,33,50,95,,,,,
XX01893,47,47,92,,,,,
XX01894,60,40,48,,,,,
XX01895,17,33,90,,,,,
XX01896,63,30,8,,,,,
XX01897,83,97,70,,,,,
XX01898,47,27,35,,,,,
XX01899,27,10,45,,,,,
XX01900,77,17,20,,,,,
XX01901,20,33,25,,,,,
XX01902,60,80,15,,,,,
XX01903,37,0,78,,,,,
XX01904,37,33,88,,,,,
XX01905,27,23,12,,,,,
XX01906,67,93,88,,,,,
XX01907,70,87,57,,,,,
XX01908,20,7,100,,,,,
XX01909,7,7,52,,,,,
XX01910,100,67,12,,,,,
XX01911,23,43,55,,,,,
XX01912,53,23,40,,,,,
XX01913,27,30,88,,,,,
XX01914,100,33,45,,,,,
XX01915,87,87,65,,,,,
XX01916,63,97,32,,,,,
XX01917,60,43,68,,,,,
XX01918,30,7,95,,,,,
XX01919,57,20,20,,,,,
XX01920,90,87,55,,,,,
XX01921,57,77,55,,,,,
XX01922,7,7,15,,,,,
XX01923,53,37,2,,,,,
XX01924,43,67,50,,,,,
XX01925,60,17,22,,,,,
XX01926,43,30,80,,,,,
XX01927,20,93,45,,,,,
XX01928,77,10,55,,,,,
XX01929,10,3,42,,,,,
XX01930,3,80,82,,,,,
XX01931,87,50,68,,,,,
XX01932,97,27,8,,,,,
XX01933,7,77,92,,,,,
XX01934,90,100,40,,,,,
XX01935,33,0,45,,,,,
XX01936,80,73,100,,,,,
XX01937,80,77,95,,,,,
XX01938,77,67,20,,,,,
XX01939,3,7,75,,,,,
XX01940,3,13,82,,,,,
XX01941,10,80,2,,,,,
XX01942,57,13,48,,,,,
XX01943,17,97,22,,,,,
XX01944,67,7,25,,,,,
XX01945,0,3,0,,,,,
XX01946,100,63,28,,,,,
XX01947,17,70,32,,,,,
XX01948,3,70,20,,,,,
XX01949,50,90,68,,,,,
XX01950,83,43,98,,,,,
XX01951,90,40,15,,,,,
XX01952,27,87,70,,,,,
XX01953,0,3,0,,,,,
XX01954,90,67,0,,,,,
XX01955,97,47,100,,,,,
XX01956,17,73,25,,,,,
XX01957,67,0,70,,,,,
XX01958,57,7,38,,,,,
XX01959,17,83,80,,,,,
XX01960,57,77,5,,,,,
XX01961,7,70,50,,,,,
XX01962,27,43,30,,,,,
XX01963,63,23,30,,,,,
XX01964,10,53,2,,,,,
XX01965,20,70,98,,,,,
XX01966,43,83,18,,,,,
XX01967,13,43,38,,,,,
XX01968,17,13,52,,,,,
XX01969,43,57,65,,,,,
XX01970,50,30,20,,,,,
XX01971,43,0,5,,,,,
XX01972,57,77,90,,,,,
XX01973,13,100,72,,,,,
XX01974,100,33,42,,,,,
XX01975,37,87,50,,,,,
XX01976,40,87,38,,,,,
XX01977,0,50,8,,,,,
XX01978,67,20,65,,,,,
XX01979,83,57,8,,,,,
XX01980,83,77,48,,,,,
XX01981,100,40,62,,,,,
XX01982,90,93,95,,,,,
XX01983,63,40,92,,,,,
XX01984,83,10,8,,,,,
XX01985,7,43,55,,,,,
XX01986,100,77,57,,,,,
XX01987,80,53,100,,,,,
XX01988,53,63,90,,,,,
XX01989,100,63,95,,,,,
XX01990,17,73,95,,,,,
XX01991,93,40,40,,,,,
XX01992,87,93,57,,,,,
XX01993,77,73,2,,,,,
XX01994,93,7,10,,,,,
XX01995,97,87,80,,,,,
XX01996,53,30,88,,,,,
XX01997,67,7,52,,,,,
XX01998,100,87,35,,,,,
XX01999,57,60,85,,,,,
XX02001,80,47,80,,,,,
XX02002,50,80,32,,,,,
XX02003,43,90,52,,,,,
XX02004,47,13,2,,,,,
XX02005,80,50,95,,,,,
XX02006,27,20,20,,,,,
XX02007,13,10,20,,,,,
XX02008,63,97,10,,,,,
XX02009,77,50,50,,,,,
XX02010,87,90,88,,,,,
XX02011,30,73,30,,,,,
XX02012,20,43,85,,,,,
XX02013,3,13,32,,,,,
XX02014,17,10,95,,,,,
XX02015,3,27,18,,,,,
XX02016,77,83,68,,,,,
XX02017,43,27,20,,,,,
XX02018,47,77,32,,,,,
XX02019,3,43,62,,,,,
XX02020,13,87,38,,,,,
XX02021,27,33,28,,,,,
XX02022,57,47,22,,,,,
XX02023,67,53,68,,,,,
XX02024,73,83,62,,,,,
XX02025,80,73,0,,,,,
XX02026,17,0,75,,,,,
XX02027,3,43,55,,,,,
XX02028,90,7,85,,,,,
XX02029,100,20,92,,,,,
XX02030,3,90,60,,,,,
XX02031,53,97,22,,,,,
XX02032,53,90,48,,,,,
XX02033,70,73,40,,,,,
XX02034,40,90,40,,,,,
XX02035,37,43,62,,,,,
XX02036,73,47,68,,,,,
XX02037,70,33,60,,,,,
XX02038,93,17,100,,,,,
XX02039,67,13,52,,,,,
XX02040,97,33,45,,,,,
XX02041,17,70,12,,,,,
XX02042,73,0,40,,,,,
XX02043,83,97,65,,,,,
XX02044,7,80,50,,,,,
XX02045,53,50,30,,,,,
XX02046,30,87,52,,,,,
XX02047,47,57,28,,,,,
XX02048,20,57,28,,,,,
XX02049,67,97,12,,,,,
XX02050,43,40,90,,,,,
XX02051,73,43,22,,,,,
XX02052,23,40,55,,,,,
XX02053,80,20,35,,,,,
XX02054,50,27,8,,,,,
XX02055,87,90,68,,,,,
XX02056,30,47,8,,,,,
XX02057,37,23,25,,,,,
XX02058,87,87,52,,,,,
XX02059,17,43,78,,,,,
XX02060,40,50,68,,,,,
XX02061,10,93,20,,,,,
XX02062,80,23,10,,,,,
XX02063,70,27,45,,,,,
XX02064,93,30,25,,,,,
XX02065,57,7,20,,,,,
XX02066,87,40,22,,,,,
XX02067,100,17,32,,,,,
XX02068,63,77,22,,,,,
XX02069,57,80,28,,,,,
XX02070,20,47,62,,,,,
XX02071,40,10,55,,,,,
XX02072,80,10,40,,,,,
XX02073,53,57,92,,,,,
XX02074,70,80,38,,,,,
XX02075,37,20,18,,,,,
XX02076,67,73,75,,,,,
XX02077,27,3,10,,,,,
XX02078,93,83,70,,,,,
XX02079,23,27,15,,,,,
XX02080,73,100,85,,,,,
XX02081,37,100,38,,,,,
XX02082,83,30,25,,,,,
XX02083,87,80,18,,,,,
XX02084,70,47,55,,,,,
XX02085,63,87,90,,,,,
XX02086,10,40,85,,,,,
XX02087,100,50,82,,,,,
XX02088,83,83,32,,,,,
XX02089,47,40,12,,,,,
XX02090,63,57,20,,,,,
XX02091,53,3,20,,,,,
XX02092,90,20,100,,,,,
XX02093,93,90,22,,,,,
XX02094,87,83,38,,,,,
XX02095,77,3,12,,,,,
XX02096,40,83,10,,,,,
XX02097,3,80,2,,,,,
XX02098,33,10,8,,,,,
XX02099,90,63,95,,,,,
XX02100,90,20,20,,,,,
XX02101,50,0,10,,,,,
XX02102,50,30,92,,,,,
XX02103,90,33,57,,,,,
XX02104,77,57,95,,,,,
XX02105,57,43,78,,,,,
XX02106,30,83,15,,,,,
XX02107,37,13,40,,,,,
XX02108,13,57,42,,,,,
XX02109,57,40,100,,,,,
XX02110,77,60,75,,,,,
XX02111,50,77,12,,,,,
XX02112,60,17,82,,,,,
XX02113,80,50,25,,,,,
XX02114,7,80,18,,,,,
XX02115,73,53,100,,,,,
XX02116,93,17,12,,,,,
XX02117,50,33,85,,,,,
XX02118,87,17,0,,,,,
XX02119,80,3,50,,,,,
XX02120,60,100,8,,,,,
XX02121,87,100,20,,,,,
XX02122,93,37,52,,,,,
XX02123,47,13,57,,,,,
XX02124,0,77,15,,,,,
XX02125,17,67,10,,,,,
XX02126,77,50,25,,,,,
XX02127,37,23,55,,,,,
XX02128,50,73,18,,,,,
XX02129,30,23,45,,,,,
XX02130,90,47,78,,,,,
XX02131,100,37,90,,,,,
XX02132,20,27,75,,,,,
XX02133,27,63,68,,,,,
XX02134,63,100,65,,,,,
XX02135,83,67,57,,,,,
XX02136,43,40,80,,,,,
XX02137,30,10,80,,,,,
XX02138,20,23,2,,,,,
XX02139,67,93,57,,,,,
XX02140,37,67,57,,,,,
XX02141,0,70,8,,,,,
XX02142,30,40,42,,,,,
XX02143,33,57,85,,,,,
XX02144,13,13,15,,,,,
XX02145,43,93,80,,,,,
XX02146,83,43,25,,,,,
XX02147,77,87,55,,,,,
XX02148,3,43,50,,,,,
XX02149,53,20,80,,,,,
XX02150,50,37,55,,,,,
XX02151,33,47,30,,,,,
XX02152,63,17,8,,,,,
XX02153,87,30,98,,,,,
XX02154,47,3,90,,,,,
XX02155,90,63,62,,,,,
XX02156,63,7,42,,,,,
XX02157,93,0,62,,,,,
XX02158,37,33,32,,,,,
XX02159,37,73,62,,,,,
XX02160,80,67,72,,,,,
XX02161,80,50,65,,,,,
XX02162,23,0,20,,,,,
XX02163,33,17,8,,,,,
XX02164,93,47,75,,,,,
XX02165,13,73,45,,,,,
XX02166,77,100,92,,,,,
XX02167,77,27,100,,,,,
XX02168,13,77,50,,,,,
XX02169,0,33,82,,,,,
XX02170,30,20,15,,,,,
XX02171,93,17,95,,,,,
XX02172,33,33,20,,,,,
XX02173,67,93,88,,,,,
XX02174,30,73,68,,,,,
XX02175,20,63,8,,,,,
XX02176,0,20,95,,,,,
XX02177,33,43,65,,,,,
XX02178,20,10,25,,,,,
XX02179,63,87,8,,,,,
XX02180,43,80,100,,,,,
XX02181,23,47,70,,,,,
XX02182,30,37,62,,,,,
XX02183,83,50,88,,,,,
XX02184,30,40,82,,,,,
XX02185,53,17,5,,,,,
XX02186,7,63,68,,,,,
XX02187,43,87,0,,,,,
XX02188,53,23,32,,,,,
XX02189,7,60,75,,,,,
XX02190,73,0,45,,,,,
XX02191,43,3,10,,,,,
XX02192,37,83,92,,,,,
XX02193,50,93,5,,,,,
XX02194,30,80,30,,,,,
XX02195,10,13,8,,,,,
XX02196,77,20,40,,,,,
XX02197,77,70,78,,,,,
XX02198,97,23,28,,,,,
XX02199,33,57,8,,,,,
XX02200,83,83,72,,,,,
XX02201,30,50,40,,,,,
XX02202,27,93,65,,,,,
XX02203,50,70,45,,,,,
XX02204,90,90,50,,,,,
XX02205,30,63,72,,,,,
XX02206,83,10,62,,,,,
XX02207,90,37,70,,,,,
XX02208,47,30,5,,,,,
XX02209,80,70,38,,,,,
XX02210,37,43,90,,,,,
XX02211,23,7,2,,,,,
XX02212,67,70,70,,,,,
XX02213,97,23,50,,,,,
XX02214,0,60,75,,,,,
XX02215,57,23,30,,,,,
XX02216,10,17,92,,,,,
XX02217,67,57,30,,,,,
XX02218,50,23,10,,,,,
XX02219,33,3,2,,,,,
XX02220,33,63,72,,,,,
XX02221,73,37,98,,,,,
XX02222,17,63,80,,,,,
XX02223,80,17,80,,,,,
XX02224,77,73,55,,,,,
XX02225,90,90,60,,,,,
XX02226,57,80,90,,,,,
XX02227,47,20,80,,,,,
XX02228,93,60,20,,,,,
XX02229,57,63,0,,,,,
XX02230,80,90,28,,,,,
XX02231,60,80,78,,,,,
XX02232,10,57,85,,,,,
XX02233,50,3,28,,,,,
XX02234,17,63,45,,,,,
XX02235,63,10,100,,,,,
XX02236,30,7,48,,,,,
XX02237,53,83,52,,,,,
XX02238,17,80,30,,,,,
XX02239,30,90,5,,,,,
XX02240,100,80,85,,,,,
XX02241,0,100,30,,,,,
XX02242,30,77,35,,,,,
XX02243,3,20,98,,,,,
XX02244,23,17,85,,,,,
XX02245,57,23,78,,,,,
XX02246,80,30,60,,,,,
XX02247,57,83,52,,,,,
XX02248,33,77,78,,,,,
XX02249,97,93,2,,,,,
XX02250,0,70,82,,,,,
XX02251,10,97,98,,,,,
XX02252,17,13,90,,,,,
XX02253,63,47,50,,,,,
XX02254,90,20,82,,,,,
XX02255,20,23,70,,,,,
XX02256,50,83,52,,,,,
XX02257,70,40,65,,,,,
XX02258,27,50,25,,,,,
XX02259,90,17,45,,,,,
XX02260,60,27,38,,,,,
XX02261,60,43,42,,,,,
XX02262,23,10,92,,,,,
XX02263,87,67,0,,,,,
XX02264,30,77,40,,,,,
XX02265,97,87,70,,,,,
XX02266,23,53,72,,,,,
XX02267,20,7,2,,,,,
XX02268,50,70,40,,,,,
XX02269,70,33,62,,,,,
XX02270,0,77,42,,,,,
XX02271,90,30,12,,,,,
XX02272,73,100,28,,,,,
XX02273,90,27,78,,,,,
XX02274,93,20,82,,,,,
XX02275,90,43,70,,,,,
XX02276,100,10,12,,,,,
XX02277,13,27,92,,,,,
XX02278,70,70,52,,,,,
XX02279,83,10,50,,,,,
XX02280,33,97,2,,,,,
XX02281,47,63,57,,,,,
XX02282,67,70,57,,,,,
XX02283,100,100,28,,,,,
XX02284,57,80,12,,,,,
XX02285,67,33,48,,,,,
XX02286,17,3,80,,,,,
XX02287,37,100,50,,,,,
XX02288,23,43,55,,,,,
XX02289,0,77,38,,,,,
XX02290,50,57,32,,,,,
XX02291,60,10,57,,,,,
XX02292,77,63,57,,,,,
XX02293,50,3,35,,,,,
XX02294,27,43,90,,,,,
XX02295,3,23,30,,,,,
XX02296,93,43,60,,,,,
XX02297,10,93,38,,,,,
XX02298,100,27,52,,,,,
XX02299,50,53,88,,,,,
XX02300,87,93,95,,,,,
XX02301,30,57,8,,,,,
XX02302,47,43,28,,,,,
XX02303,23,7,38,,,,,
XX02304,77,57,48,,,,,
XX02305,13,40,90,,,,,
XX02306,0,40,0,,,,,
XX02307,100,87,50,,,,,
XX02308,3,37,85,,,,,
XX02309,53,80,62,,,,,
XX02310,43,10,45,,,,,
XX02311,70,60,12,,,,,
XX02312,20,90,20,,,,,
XX02313,57,57,88,,,,,
XX02314,30,47,48,,,,,
XX02315,37,97,50,,,,,
XX02316,83,27,12,,,,,
XX02317,73,10,10,,,,,
XX02318,93,80,18,,,,,
XX02319,60,47,10,,,,,
XX02320,87,60,15,,,,,
XX02321,27,83,32,,,,,
XX02322,37,83,22,,,,,
XX02323,50,83,100,,,,,
XX02324,3,93,70,,,,,
XX02325,23,40,88,,,,,
XX02326,10,97,18,,,,,
XX02327,53,53,40,,,,,
XX02328,33,90,100,,,,,
XX02329,43,67,62,,,,,
XX02330,97,93,38,,,,,
XX02331,10,63,15,,,,,
XX02332,47,70,50,,,,,
XX02333,13,10,82,,,,,
XX02334,30,30,80,,,,,
XX02335,87,40,40,,,,,
XX02336,63,53,8,,,,,
XX02337,53,83,20,,,,,
XX02338,30,63,88,,,,,
XX02339,90,0,72,,,,,
XX02340,37,97,72,,,,,
XX02341,73,70,8,,,,,
XX02342,30,50,100,,,,,
XX02343,30,93,72,,,,,
XX02344,20,70,20,,,,,
XX02345,67,17,75,,,,,
XX02346,97,7,22,,,,,
XX02347,17,80,12,,,,,
XX02348,50,40,28,,,,,
XX02349,27,90,8,,,,,
XX02350,37,0,55,,,,,
XX02351,43,77,68,,,,,
XX02352,80,87,65,,,,,
XX02353,20,83,40,,,,,
XX02354,83,7,85,,,,,
XX02355,17,20,57,,,,,
XX02356,17,13,48,,,,,
XX02357,87,97,62,,,,,
XX02358,87,57,65,,,,,
XX02359,3,60,90,,,,,
XX02360,70,13,55,,,,,
XX02361,0,63,60,,,,,
XX02362,83,0,42,,,,,
XX02363,63,3,72,,,,,
XX02364,43,33,62,,,,,
XX02365,20,13,98,,,,,
XX02366,23,3,10,,,,,
XX02367,23,50,62,,,,,
XX02368,13,17,28,,,,,
XX02369,17,87,5,,,,,
XX02370,83,73,80,,,,,
XX02371,100,90,65,,,,,
XX02372,13,80,75,,,,,
XX02373,53,57,2,,,,,
XX02374,20,27,85,,,,,
XX02375,80,67,25,,,,,
XX02376,10,20,42,,,,,
XX02377,43,40,12,,,,,
XX02378,73,53,15,,,,,
XX02379,93,17,72,,,,,
XX02380,60,50,8,,,,,
XX02381,60,47,45,,,,,
XX02382,77,43,35,,,,,
XX02383,40,17,72,,,,,
XX02384,3,50,30,,,,,
XX02385,20,23,8,,,,,
XX02386,20,17,28,,,,,
XX02387,23,13,45,,,,,
XX02388,13,93,95,,,,,
XX02389,97,30,100,,,,,
XX02390,80,17,8,,,,,
XX02391,53,17,60,,,,,
XX02392,40,33,5,,,,,
XX02393,60,67,90,,,,,
XX02394,100,60,8,,,,,
XX02395,83,77,22,,,,,
XX02396,90,67,80,,,,,
XX02397,43,63,60,,,,,
XX02398,77,77,20,,,,,
XX02399,53,20,65,,,,,
XX02400,40,67,18,,,,,
XX02401,3,47,60,,,,,
XX02402,80,97,80,,,,,
XX02403,63,10,12,,,,,
XX02404,90,70,85,,,,,
XX02405,90,80,18,,,,,
XX02406,80,67,40,,,,,
XX02407,77,27,8,,,,,
XX02408,50,17,55,,,,,
XX02409,93,43,75,,,,,
XX02410,100,97,95,,,,,
XX02411,20,10,0,,,,,
XX02412,97,90,75,,,,,
XX02413,60,17,70,,,,,
XX02414,77,17,40,,,,,
XX02415,77,77,35,,,,,
XX02416,50,27,48,,,,,
XX02417,10,97,95,,,,,
XX02418,47,10,90,,,,,
XX02419,63,3,92,,,,,
XX02420,63,3,92,,,,,
XX02421,73,10,45,,,,,
XX02422,73,33,72,,,,,
XX02423,3,20,75,,,,,
XX02424,80,20,5,,,,,
XX02425,87,93,88,,,,,
XX02426,17,20,15,,,,,
XX02427,20,50,65,,,,,
XX02428,17,97,18,,,,,
XX02429,73,53,95,,,,,
XX02430,53,73,22,,,,,
XX02431,30,77,95,,,,,
XX02432,7,43,32,,,,,
XX02433,17,80,5,,,,,
XX02434,17,13,75,,,,,
XX02435,97,10,60,,,,,
XX02436,80,37,100,,,,,
XX02437,100,97,5,,,,,
XX02438,63,57,98,,,,,
XX02439,77,0,10,,,,,
XX02440,50,97,10,,,,,
XX02441,23,90,18,,,,,
XX02442,10,0,100,,,,,
XX02443,100,13,62,,,,,
XX02444,47,17,30,,,,,
XX02445,40,37,90,,,,,
XX02446,27,43,40,,,,,
XX02447,40,53,45,,,,,
XX02448,27,53,48,,,,,
XX02449,40,70,95,,,,,
XX02450,90,23,48,,,,,
XX02451,0,13,40,,,,,
XX02452,30,7,80,,,,,
XX02453,100,57,28,,,,,
XX02454,10,97,38,,,,,
XX02455,87,13,75,,,,,
XX02456,73,53,20,,,,,
XX02457,13,23,42,,,,,
XX02458,53,60,70,,,,,
XX02459,30,73,32,,,,,
XX02460,87,27,2,,,,,
XX02461,93,73,18,,,,,
XX02462,40,10,0,,,,,
XX02463,27,17,20,,,,,
XX02464,13,23,62,,,,,
XX02465,90,83,32,,,,,
XX02466,87,77,32,,,,,
XX02467,43,60,70,,,,,
XX02468,57,80,68,,,,,
XX02469,90,17,70,,,,,
XX02470,40,27,78,,,,,
XX02471,7,7,85,,,,,
XX02472,17,10,100,,,,,
XX02473,17,13,2,,,,,
XX02474,73,100,57,,,,,
XX02475,20,40,18,,,,,
XX02476,70,83,40,,,,,
XX02477,87,33,22,,,,,
XX02478,23,80,32,,,,,
XX02479,90,100,100,,,,,
XX02480,3,77,85,,,,,
XX02481,83,7,90,,,,,
XX02482,83,30,88,,,,,
XX02483,73,83,70,,,,,
XX02484,97,47,18,,,,,
XX02485,20,80,75,,,,,
XX02486,23,23,65,,,,,
XX02487,93,7,8,,,,,
XX02488,13,60,22,,,,,
XX02489,63,33,78,,,,,
XX02490,20,60,22,,,,,
XX02491,23,67,2,,,,,
XX02492,63,27,30,,,,,
XX02493,87,0,92,,,,,
XX02494,77,7,35,,,,,
XX02495,23,20,65,,,,,
XX02496,73,30,100,,,,,
XX02497,23,53,72,,,,,
XX02498,37,87,2,,,,,
XX02499,3,23,82,,,,,
XX02500,63,53,57,,,,,
XX02501,30,57,22,,,,,
XX02502,47,57,80,,,,,
XX02503,100,37,72,,,,,
XX02504,43,7,90,,,,,
XX02505,3,97,40,,,,,
XX02506,97,67,45,,,,,
XX02507,13,63,50,,,,,
XX02508,17,13,30,,,,,
XX02509,47,13,57,,,,,
XX02510,10,97,25,,,,,
XX02511,70,63,38,,,,,
XX02512,17,60,48,,,,,
XX02513,50,93,57,,,,,
XX02514,90,73,95,,,,,
XX02515,60,60,25,,,,,
XX02516,53,67,50,,,,,
XX02517,13,93,90,,,,,
XX02518,50,70,40,,,,,
XX02519,60,23,82,,,,,
XX02520,40,13,62,,,,,
XX02521,77,20,78,,,,,
XX02522,10,87,42,,,,,
XX02523,43,37,90,,,,,
XX02524,60,53,15,,,,,
XX02525,57,83,50,,,,,
XX02526,37,87,15,,,,,
XX02527,53,70,25,,,,,
XX02528,0,87,12,,,,,
XX02529,50,43,82,,,,,
XX02530,80,87,72,,,,,
XX02531,37,53,57,,,,,
XX02532,33,63,65,,,,,
XX02533,27,63,85,,,,,
XX02534,83,37,8,,,,,
XX02535,87,60,70,,,,,
XX02536,70,73,0,,,,,
XX02537,60,20,20,,,,,
XX02538,7,97,82,,,,,
XX02539,37,0,18,,,,,
XX02540,70,70,25,,,,,
XX02541,40,53,65,,,,,
XX02542,83,23,40,,,,,
XX02543,53,87,72,,,,,
XX02544,37,93,70,,,,,
XX02545,57,10,42,,,,,
XX02546,47,83,95,,,,,
XX02547,33,7,75,,,,,
XX02548,7,0,60,,,,,
XX02549,73,60,72,,,,,
XX02550,17,50,45,,,,,
XX02551,30,17,38,,,,,
XX02552,43,30,2,,,,,
XX02553,93,87,0,,,,,
XX02554,73,33,32,,,,,
XX02555,13,13,40,,,,,
XX02556,73,33,62,,,,,
XX02557,50,73,40,,,,,
XX02558,90,37,70,,,,,
XX02559,87,100,70,,,,,
XX02560,40,30,70,,,,,
XX02561,0,40,12,,,,,
XX02562,7,83,52,,,,,
XX02563,87,87,22,,,,,
XX02564,23,43,82,,,,,
XX02565,63,67,5,,,,,
XX02566,23,40,5,,,,,
XX02567,30,13,70,,,,,
XX02568,73,23,52,,,,,
XX02569,100,30,18,,,,,
XX02570,17,60,35,,,,,
XX02571,0,57,55,,,,,
XX02572,13,27,40,,,,,
XX02573,13,67,5,,,,,
XX02574,63,37,30,,,,,
XX02575,10,67,88,,,,,
XX02576,7,0,72,,,,,
XX02577,50,57,80,,,,,
XX02578,77,3,35,,,,,
XX02579,73,70,35,,,,,
XX02580,7,50,28,,,,,
XX02581,70,97,8,,,,,
XX02582,20,43,40,,,,,
XX02583,23,3,92,,,,,
XX02584,20,3,35,,,,,
XX02585,47,30,40,,,,,
XX02586,70,30,50,,,,,
XX02587,60,60,72,,,,,
XX02588,17,60,78,,,,,
XX02589,77,70,0,,,,,
XX02590,97,63,90,,,,,
XX02591,87,83,88,,,,,
XX02592,37,97,2,,,,,
XX02593,50,63,48,,,,,
XX02594,50,7,32,,,,,
XX02595,43,70,52,,,,,
XX02596,27,83,85,,,,,
XX02597,97,57,95,,,,,
XX02598,27,87,82,,,,,
XX02599,93,67,2,,,,,
XX02600,93,43,57,,,,,
XX02601,70,73,65,,,,,
XX02602,27,70,45,,,,,
XX02603,23,50,8,,,,,
XX02604,100,60,90,,,,,
XX02605,50,43,40,,,,,
XX02606,100,93,50,,,,,
XX02607,70,17,82,,,,,
XX02608,90,57,38,,,,,
XX02609,83,80,5,,,,,
XX02610,3,97,45,,,,,
XX02611,97,0,8,,,,,
XX02612,20,30,38,,,,,
XX02613,67,10,18,,,,,
XX02614,70,13,2,,,,,
XX02615,87,50,88,,,,,
XX02616,50,43,52,,,,,
XX02617,87,77,8,,,,,
XX02618,47,90,57,,,,,
XX02619,80,3,30,,,,,
XX02620,30,63,85,,,,,
XX02621,87,60,35,,,,,
XX02622,10,93,72,,,,,
XX02623,23,10,82,,,,,
XX02624,7,17,30,,,,,
XX02625,47,43,80,,,,,
XX02626,40,40,12,,,,,
XX02627,10,83,25,,,,,
XX02628,43,20,78,,,,,
XX02629,90,17,82,,,,,
XX02630,13,17,92,,,,,
XX02631,67,77,12,,,,,
XX02632,33,3,60,,,,,
XX02633,100,97,15,,,,,
XX02634,3,43,68,,,,,
XX02635,97,50,75,,,,,
XX02636,17,73,100,,,,,
XX02637,10,70,32,,,,,
XX02638,80,7,28,,,,,
XX02639,87,3,55,,,,,
XX02640,17,63,70,,,,,
XX02641,43,53,32,,,,,
XX02642,3,43,35,,,,,
XX02643,3,30,82,,,,,
XX02644,100,0,0,,,,,
XX02645,10,33,25,,,,,
XX02646,27,100,62,,,,,
XX02647,93,10,32,,,,,
XX02648,50,93,10,,,,,
XX02649,50,33,85,,,,,
XX02650,33,87,45,,,,,
XX02651,30,20,22,,,,,
XX02652,33,77,2,,,,,
XX02653,7,30,90,,,,,
XX02654,30,97,32,,,,,
XX02655,13,10,55,,,,,
XX02656,7,33,10,,,,,
XX02657,0,73,65,,,,,
XX02658,47,47,90,,,,,
XX02659,7,13,92,,,,,
XX02660,90,0,12,,,,,
XX02661,53,63,15,,,,,
XX02662,50,30,32,,,,,
XX02663,80,100,65,,,,,
XX02664,0,27,2,,,,,
XX02665,37,37,50,,,,,
XX02666,33,30,62,,,,,
XX02667,23,50,0,,,,,
XX02668,70,17,75,,,,,
XX02669,47,40,50,,,,,
XX02670,83,23,52,,,,,
XX02671,0,50,65,,,,,
XX02672,27,77,55,,,,,
XX02673,17,33,25,,,,,
XX02674,63,80,70,,,,,
XX02675,73,83,52,,,,,
XX02676,47,10,18,,,,,
XX02677,67,60,70,,,,,
XX02678,93,0,12,,,,,
XX02679,67,17,32,,,,,
XX02680,67,10,45,,,,,
XX02681,57,33,48,,,,,
XX02682,7,17,80,,,,,
XX02683,40,80,35,,,,,
XX02684,33,80,62,,,,,
XX02685,100,3,40,,,,,
XX02686,100,37,8,,,,,
XX02687,20,70,42,,,,,
XX02688,50,47,22,,,,,
XX02689,77,97,55,,,,,
XX02690,100,73,90,,,,,
XX02691,27,93,88,,,,,
XX02692,23,93,90,,,,,
XX02693,3,67,82,,,,,
XX02694,80,73,0,,,,,
XX02695,93,70,45,,,,,
XX02696,0,50,88,,,,,
XX02697,73,63,5,,,,,
XX02698,63,33,52,,,,,
XX02699,97,63,38,,,,,
XX02700,40,7,60,,,,,
XX02701,3,70,0,,,,,
XX02702,30,10,60,,,,,
XX02703,43,67,45,,,,,
XX02704,10,60,98,,,,,
XX02705,67,93,75,,,,,
XX02706,70,70,25,,,,,
XX02707,60,3,8,,,,,
XX02708,70,13,15,,,,,
XX02709,3,7,90,,,,,
XX02710,93,97,65,,,,,
XX02711,33,77,92,,,,,
XX02712,23,37,60,,,,,
XX02713,33,73,78,,,,,
XX02714,7,80,85,,,,,
XX02715,60,7,70,,,,,
XX02716,93,43,32,,,,,
XX02717,7,7,42,,,,,
XX02718,53,47,80,,,,,
XX02719,17,50,88,,,,,
XX02720,37,47,68,,,,,
XX02721,100,23,65,,,,,
XX02722,67,93,88,,,,,
XX02723,77,73,15,,,,,
XX02724,90,37,65,,,,,
XX02725,7,60,0,,,,,
XX02726,73,30,15,,,,,
XX02727,27,77,70,,,,,
XX02728,90,90,80,,,,,
XX02729,20,90,45,,,,,
XX02730,67,83,42,,,,,
XX02731,100,57,18,,,,,
XX02732,37,70,20,,,,,
XX02733,93,63,15,,,,,
XX02734,23,53,5,,,,,
XX02735,7,100,70,,,,,
XX02736,60,23,22,,,,,
XX02737,90,17,40,,,,,
XX02738,87,33,57,,,,,
XX02739,60,90,45,,,,,
XX02740,23,3,10,,,,,
